jid,jname,jci
1815,坎之贲,南贩北贾，与怨为市，利得百倍。
1816,坎之剥,延陵适鲁，观乐太史。车辚白颠，知秦兴起。卒兼其国，一统为主。
1817,坎之复,出门逢患，与福为怨。更相击刺，伤我手端。
1818,坎之无妄,獐鹿群走，自然燕喜。公子好游，他人多有。
1819,坎之大畜,恭宽信敏，履福不殆。从其邦域，与喜相得。
1820,坎之颐,欲飞无翼，鼎重折足。失其福利，苞羞为贼。
1821,坎之大过,府藏之富，王以赈货。捕鱼河海，罟网多得。
1822,坎之离,阴生麏鹿，鼠舞鬼哭。灵龟陆处，釜甑尘土。仁智盘桓，国乱无绪。
1823,坎之咸,风尘暝迷，不见南北。行人失路，复反其室。
1824,坎之恒,金革白黄，宜利戎市。嫁娶有息，商人悦喜。
1825,坎之遯,匏瓜之德，宜系不食。君子失舆，官政怀忧。
1826,坎之大壮,乘船渡济，载水逢火。赖得免患，我有所恃。
1827,坎之晋,道险多石，伤车折轴。与市为仇，不利客宿。
1828,坎之明夷,托寄之徒，不利请求。结衿无言，乃有悔患。
1829,坎之家人,三羊争雌，相逐犇驰。终日不食，精气竭罢。
1830,坎之睽,退恶防患，见在心苗。日中之恩，解释倒悬。
1831,坎之蹇,两足四翼，飞入嘉国。宁我伯姊，与母相得。
1832,坎之解,寒露所凌，渐至坚冰。草木疮伤，华落叶亡。
1833,坎之损,后稷农功，富利我国。南亩治理，一室百子。
1834,坎之益,设网张罗，捕鱼园池。网罟自决，虽得复失。危诉之患，受其忻欢。
1835,坎之夬,路舆县休，侯伯恣骄。上失其威，周室衰微。
1836,坎之姤,逐走追亡，相及扶桑。复见其乡，使我悔丧。
1837,坎之萃,履禄绥厚，载福受祉。衰微复起，继世久长。疾病献麦，晋人赴告。
1838,坎之升,鳏寡孤独，禄命苦薄。入宫无妻，武子哀悲。
1839,坎之困,山没邱浮，陆为水鱼。燕雀无巢，民无室庐。
1840,坎之井,冠带南游，与福喜期。徼于嘉国，拜位逢时。
1841,坎之革,东行亡羊，失其羝牂。少女无夫，独坐空庐。
1842,坎之鼎,探雀捕鱼，耕田捕。费日无功，右手空虚。
1843,坎之震,东行饮酒，与喜相抱。福为吾家，利来从父。水泽之徒，望邑而处。
1844,坎之艮,妄怒失精，自令畏悔。忪忪之惧，君子无咎。
1845,坎之渐,白云如带，往往来处。飞风送迎，大雹将下。击我禾稼，僵死不起。
1846,坎之归妹,南至之日，阳消不息。北风烈寒，万物藏伏。
1847,坎之丰,火中仲夏，鸿雁解舍。体重难移，未能高举。君子显名，不失其誉。
1848,坎之旅,北行出门，履蹈踬颠。踒足据涂，污我襦袴。
1849,坎之巽,轻车醊祖，疾风暴起。促乱祭器，飞阳鼓舞。明神降佑，道无害寇。
1850,坎之兑,酒为欢伯，除忧来乐。福喜入门，与君相索，使我有得。
1851,坎之涣,三足孤乌，灵明督邮。司过罚恶，自贼其家，毁败为忧。
1852,坎之节,三河俱合，水怒涌跃。坏我王屋，民饥于食。
1853,坎之中孚,南行枣园，恶虎畏班。执火销金，使我无患。
1854,坎之小过,求鹿过山，与利为怨。闇龙不言，谁知其欢欢。
1855,坎之既济,行旅困蹴，失明守宿。囹圄之忧，启蛰出游。
1856,坎之未济,据棘履杞，跌刺为忧。夫妇不和，乱我良家。
1857,离之离,时乘六龙，为帝使东。达命宣旨，无所不通。
1858,离之乾,执辔四骊，王以为师。阴阳之明，载受东齐。
1859,离之坤,春秋祷祝，解祸除忧，君子无咎。
1860,离之屯,坐朝乘轩，据国子民。虞叔受命，六合和亲。
1861,离之蒙,开户下堂，与福相迎。禄于公室，曾祖以昌。
1862,离之需,高木腐巢，漏湿难居。不去甘棠，使我无忧。
1863,离之讼,三女为奸，俱游高园。背室夜行，与伯笑言。不忍主母，为失醴酒，冤尤谁告。
1864,离之师,漏巵盛酒，无以养老。春贷黍稷，年岁实有。履道坦坦，平安无咎。
1865,离之比,松柏枝叶，常茂不落。君子惟体，日富安乐。
1866,离之小畜,夫妇不谐，为燕攻齐。良弓不张，骑刼忧亡。
1867,离之履,出令不胜，反为大灾。强不克弱，君受其忧。
1868,离之泰,犇牛相错，败乱绪业，民不得作。
1869,离之否,载璧秉圭，请命于河。周公克敏，冲人瘳愈。
1870,离之同人,素车伪马，不任重负。王侯出征，忧危为咎。
1871,离之大有,大树之子，同条共母。比至火中，枝叶盛茂。
1872,离之谦,壅遏堤防，水不得行。火盛阳光，阴蜺伏藏，走归其乡。
1873,离之豫,五岳四渎，润洽为德。行不失理，民赖恩福。
1874,离之随,驾骏南游，虎惊我牛。阴不奉阳，其光显扬。言之谦谦，奉义解患。
1875,离之蛊,早霜晚雪，伤害禾麦。损功弃力，饥无所食。
1876,离之临,岐周海隅，有乐无忧。可以避难，全身保财。
1877,离之观,阴蔽其阳，日暗不明。君忧其国，求骍得黄。驹犊从行。
1878,离之噬嗑,金城铁郭，上下同力。政平民欢，寇不敢贼。
1879,离之贲,平公有疾，迎医秦国。和不能愈，晋人赴告。
1880,离之剥,戴尧扶禹，松乔彭祖。西遇王母，道路夷易，无敢难者。
1881,离之复,羔羊皮革，君子朝服。辅政扶德，以合万国。
1882,离之无妄,振钟鼓乐，将军受福。安帖之家，虎狼为忧。履危不殆，师行何咎。
1883,离之大畜,嫡庶不明，孽乱生殃，陈失其邦。
1884,离之颐,鸟惊狐鸣，国乱不宁。上弱下强，为阴所刑。
1885,离之大过,被绣夜行，不见文章。安坐于堂，乃无咎殃。长子帅师，得其正常。
1886,离之坎,六月采芑，征伐无道。张仲方叔，克胜饮酒。六月采芑，
1887,离之咸,昧暮乘车，东至伯家。踰梁越河，济脱无他。
1888,离之恒,东风解冻，和气兆升，年岁丰登。
1889,离之遯,三狸捕鼠，遮遏前后。死于圜城，不得脱走。
1890,离之大壮,绥德孔明，履禄久长。贵且有光，疾病忧伤。
1891,离之晋,三虎搏狼，力不相当。如摧腐枯，一击破亡。
1892,离之明夷,使伯采桑，狠不肯行。与叔争讼，更相毁伤。
1893,离之家人,抱空握虚，鸮惊我雏，利去不来。
1894,离之睽,李华再实，鸿卵降集。仁哲以兴，荫国受福。
1895,离之蹇,东山皋洛，勇悍不服。金玦玩好，衣为身贼。
1896,离之解,飞蚊污身，为邪所牵。青蝇分白，贞孝放逐。
1897,离之损,南山黄竹，三身六目。出入制命，东里宣政。主尊君安，郑国无患。
1898,离之益,泉起昆仑，东出玉门。流为九河，无有忧患。
1899,离之夬,命短不长，中年夭伤。思及哭堂，哀其子亡。
1900,离之姤,君臣不和，上下失宜，宗子哀歌。
1901,离之萃,苛政日作，螟食华叶。割下啖上，民被其贼。秋无所得。
1902,离之升,南行载铠，登履九魁。车伤牛罢，日暮嗟咨。
1903,离之困,春东夏南，随阳有功，与利相逢。
1904,离之井,头尾颠倒，不知绪处，君失其国。
1905,离之革,言无要约，不成契券。殷叔季姬，公孙争之。强入委禽，不悦于心。
1906,离之鼎,缺破不成，胎卵不生，不见其形。
1907,离之震,见蛇交司，惜蚖畏恶，心乃无悔。
1908,离之艮,河水孔穴，坏败我室。水深无涯，鱼鳖倾倒。
1909,离之渐,五狱四渎，地得以安。高而不危，敬慎避患。
1910,离之归妹,南至之日，阳消不息。北风冽寒，万物藏伏。
1911,离之丰,五利四福，俱田高邑。黍稷盛茂，多获高稻。
1912,离之旅,公孙驾车，载游东齐。延陵说产，遗季纻衣。
1913,离之巽,蛟虬当道，民困愁苦。望羊置群，长子在门。
1914,离之兑,金玉满堂，忠直乘危。三老冻饿，鬼夺其室。求鱼河海，网举必得。
1915,离之涣,日入明匿，阳晶隐伏。小人劳心，求事不得。
1916,离之节,频逢社饮，失利后福。不如子息，旧居故处。申请必得，乃无大悔。
1917,离之中孚,南有嘉鱼，驾黄取。鲂鱮诩诩，利来无忧。
1918,离之小过,黄裳建元，文德在身。禄佑洋溢，封为齐君。
1919,离之既济,口不从心，欲东反西。与意乖戾，动举失便。离东坎西。
1920,离之未济,虎狼之乡，日争凶讼。叨尔为长，不能定从。
1921,咸之咸,雌单独居，归其本巢。毛羽憔悴，志如死灰。
1922,咸之乾,小窗多明，道里利通。仁贤君子，国安不僵。
1923,咸之坤,心恶来怪，冲冲何惧。颜渊子骞，尼父圣诲。
1924,咸之屯,鸟鸣呼子，哺以酒脯。高栖水处，来归其母。
1925,咸之蒙,国马生角，阴孽萌作。变易常服，君失于宅。
1926,咸之需,入宇多悔，耕石不富。衡门屡空，使士失意。
1927,咸之讼,诸孺行贾，远涉山阻。与旅为市，不危不殆，利得十倍。
1928,咸之师,梁破桥坏，水深多畏。陈郑之间，绝不得前。
1929,咸之比,双凫俱飞，欲归稻池。经涉萑泽，为矢所射，伤我胸臆。
1930,咸之小畜,谩诞不成，倍梁灭文。许人卖牛，三夫争之。失利后时，公孙怀忧。
1931,咸之履,南国饥凶，民失糟糠。少子困捕，利无所得。
1932,咸之泰,狗吠非主，狼虎日扰。惊我东西，不为家咎。
1933,咸之否,望龙无目，不见手足。入水求玉，失其所欲。
1934,咸之同人,以鹿为马，欺误其主。闻言不信，三日为咎。黄龙三子，中乐不殆。
1935,咸之大有,养幼新婚，未能出门。登宋望齐，不见太师。
1936,咸之谦,王也季子，相与为友。明允笃诚，升擢荐举。
1937,咸之豫,山水暴怒，坏梁折柱。稽难行旅，留连愁苦。
1938,咸之随,鹯鸠徙巢，西至平州。遭逢雷电，碎我苇芦。室家饥寒，思吾故初。
1939,咸之蛊,登高伤轴，上阪弃粟。贩盐不利，贾牛折角。
1940,咸之临,祝鮀王孙，能事鬼神。节用绥民，卫国以存。飨我旨酒，眉寿多年。
1941,咸之观,九里十山，道却峻难。牛马不前，复返来远。
1942,咸之噬嗑,枯树不花，空渊无鱼。旧鸟飞翔，利弃我去。
1943,咸之贲,雄狐绥绥，登上崔嵬。昭告显功，大福允兴。
1944,咸之剥,哑哑笑喜，相与饮酒。长乐行觞，千秋起舞，拜受大福。
1945,咸之复,大椎破毂，长舌乱国。床第之言，三世不安。
1946,咸之无妄,男女合室，二姓同食。婚姻孔云，宜我孝孙。
1947,咸之大畜,千仞之墙，祸不入门。金笼铁疏，利以辟兵。欲南上阪，轴方不转，远车复反。
1948,咸之颐,华言风语，自相诖误。终无凶事，安宁如故。
1949,咸之大过,泛泛柏舟，流行不休。耿耿寤寐，心怀大忧。仁不遇时，退隐穷居。
1950,咸之坎,大尾小头，重不可摇。上弱下强，阴制其雄。
1951,咸之离,一身三口，语无所主。东西南北，迷惑失道。
1952,咸之恒,南行求福，与喜相得。封受上赏，鼎足辅国。
1953,咸之遯,过时不归，雌雄苦悲。徘徊外国，与母分离。
1954,咸之大壮,尧舜在国，阴阳和得。涿聚衣裳，晋人无殃。
1955,咸之晋,周成之降，越裳夷通。疾病多祟，鬼哭其公。狼子野心，宿客不同。
1956,咸之明夷,申酉脱服，牛马休息。君子以安，劳者得欢。
1957,咸之家人,凯风无母，何恃何怙。幼孤弱子，为人所苦。
1958,咸之睽,出门上堂，从容牖房，不失其常。天牢地户，劳者忧苦。
1959,咸之蹇,天厌周德，命与南国。以礼静民，兵革休息。
1960,咸之解,堂桑折冲，佐鬬者伤。暴臣失国，良臣被殃。
1961,咸之损,合欢之国，嘉喜我福。东岳西山，朝齐成恩。
1962,咸之益,耕石不生，弃礼无名。缝衣失针，襦袴不成。
1963,咸之夬,聋瞢闇盲，跛倚不行。坐尸争骸，身被火灾，困其多忧。
1964,咸之姤,生长太平，仁政流行。四方归德，社稷康荣。
1965,咸之萃,桀跖并处，民人愁苦。拥兵荷粮，战于齐鲁。合卺同牢，姬姜并居。
1966,咸之升,南与凶居，破车失襦。西行无袴，亡其宝赂。
1967,咸之困,空槽注器，豚彘不至。张弓祝鸡，雄父飞去。
1968,咸之井,望尚阿衡，太宰周公。屏藩汤武，立为王侯。
1969,咸之革,朝鲜之地，箕子所保。宜家宜人，业处子孙。
1970,咸之鼎,息忧解笑，故贫今富。载乐履善，与福俱遇。
1971,咸之震,叔迎伯兄，遇巷在阳。君子季姬，并坐鼓簧。
1972,咸之艮,顺风纵火，芝艾俱死。三害集房，十子中伤。
1973,咸之渐,驾车入里，求鲜鲂鲤。非其肆居，自令失市。君子所在，安无危殆。
1974,咸之归妹,拔剑伤手，见敌不起。良臣无佐，困辱为咎。
1975,咸之丰,乱君之门，佐鬬伤跟。荣私贪禄，身为悔残。东下泰山，见我所欢。
1976,咸之旅,慈母望子，遥思不已。久客外野，使我心苦。
1977,咸之巽,鲂生淮却，一转为百。周流四海，无有患恶。
1978,咸之兑,甘露醴泉，太平机关。仁德感应，岁乐民巡。
1979,咸之涣,采薇出车，鱼丽思初。上下役急，君子免忧。
1980,咸之节,豕生鱼鲂，鼠舞庭堂。雄佞施毒，上下昏荒，君失其邦。
1981,咸之中孚,三头六目，道畏难宿。寒苦之国，利不可得。
1982,咸之小过,燕雀衔茅，以生孚乳。昆弟六人，姣好孝悌。各同心愿，和悦相乐。
1983,咸之既济,文君之德，仁义致福。年无胎夭，国富民实。君子在室，曾累益息。
1984,咸之未济,愁梁未成，无以至陈。水深难涉，使我不前。
1985,恒之恒,黄帝所生，伏羲之宇。兵刃不至，利以居止。
1986,恒之乾,登墀踒足，南行折角。长夜之室，不逢忠直。
1987,恒之坤,燕雀衰老，悲鸣入海。忧在不饰，差池其羽。颉顽[当作颃]上下，寡位独处。
1988,恒之屯,开阂除忧，伯自外来。忉忉无患，无心得欢。
1989,恒之蒙,郊耕释耜，有所疑止，空虚无子。
1990,恒之需,张牙切齿，龂怒相视。祸起萧墙，牵引吾子。患不可解，忧惊吾母。
1991,恒之讼,履不容足，南山多棘。毋出房闼，乃无病疾。
1992,恒之师,牛骍无子，鸣于大野。申后阴微，还归其母。
1993,恒之比,龙生于渊，因风升天。章虎炳文，为禽败轩。发輗温谷，暮宿昆仑。终身无患，光精照耀，不被祸难。
1994,恒之小畜,既嫁宜吉，出入无咎。三圣并居，国安无灾。
1995,恒之履,北陆阳伏，不知白黑。君子伤谗，正害善人。
1996,恒之泰,一身两头，近适二家，乱不可治。
1997,恒之否,牝马牡驹，岁字不休。君子衣服，利得有余。
1998,恒之同人,南行怀忧，破其金舆。安坐故庐，乃无灾患。
1999,恒之大有,忧人之患，履伤浮愿。为身祸残，笃心自守，与喜相抱。
2000,恒之谦,咸阳辰巳，长安戌亥。丘陵生心，非鱼市。可以避水，终无凶咎。
2001,恒之豫,不知何孙，夜来扣门。我慎外寝，兵戎且来。
2002,恒之随,昧旦不明，日暗无光。丧灭失常，使我心伤。
2003,恒之蛊,江阴水侧，舟楫破乏。狐不得南，豹无以北。虽欲会盟，河水绝梁。
2004,恒之临,神之在丑，破逆为咎。不利西南，商人休止。
2005,恒之观,然诺不行，欺天误人。使我露宿，夜归温室。神怒不直，鬼击其目。欲求福利，适反自贼。
2006,恒之噬嗑,攘臂极肘，怒不可止。狼戾愎佷，无与为市。
2007,恒之贲,贩马买牛，会值空虚。利得尠少，流连为忧。
2008,恒之剥,高楼陆处，以避风雨。深室邃宇，君安其所。牝鸡之晨，为我利福，请求弗得。
2009,恒之复,阿衡服箱，太乙载行。逃时厯舍，所之吉昌。
2010,恒之无妄,飞来之福，入我嘉室，以安吾国。
2011,恒之大畜,不孝之患，子孙为残。老耄莫养，独坐室垣。
2012,恒之颐,南过棘门，钩裂我冠。断衣伤襦，使君恨忧。
2013,恒之大过,重弋射隼，不知所定。质疑蓍龟，孰可避之。明神答报，告以肌如，宜利止居。
2014,恒之坎,麟麑凤雏，安乐无忧。捕鱼河海，利踰徙居。
2015,恒之离,新田宜粟，上农得榖。君子怀德，以千百禄。
2016,恒之咸,簪短带长，幽思苦穷。瘠蠡小瘦，以病之癃。
2017,恒之遯,争讼之门，不可与邻。出入有为，忧生我心。
2018,恒之大壮,朽根枯株，不生肌肤。病在心腹，日以焦枯。
2019,恒之晋,雨师娶妇，黄岩季子。成礼既婚，相呼南去。润泽田里，年岁大喜。
2020,恒之明夷,冬采薇兰，地冻坚难。利走室北，暮无所得。
2021,恒之家人,昧之东域，误过虎邑。失我熊胔，饥无所食。
2022,恒之睽,日暮闭目，随阳休息。箕子以之，乃受其福。举首多言，必为悔残。
2023,恒之蹇,蓼萧瀼瀼，君子龙光。鸣鸾雍雍，福禄来同。蓼萧，
2024,恒之解,鸟飞无翼，兔走折足。虽不会同，未得医工。
2025,恒之损,五胜相贼，火得水息。精光消灭，绝不能续。
2026,恒之益,东资齐鲁，得骍大马。便辟能言，巧贾善市。八邻并户，请火不与。人道闭塞，鬼守其宇。
2027,恒之夬,争鸡失羊，亡其金囊。利不得长，陈蔡之患，赖楚以安。
2028,恒之姤,九登十陟，马跌不前。管子佐之，乃能上山。
2029,恒之萃,东邻愁苦，君乱天纪。日贪禄宠，必受其咎。
2030,恒之升,三狸捕鼠，遮遏前后。死于环城，不能脱走。
2031,恒之困,虎狼争强，礼义不行。兼吞其国，齐鲁无王。
2032,恒之井,五岳四渎，合润为德。行不失理，民赖恩福。
2033,恒之革,六月种黍，岁晚无雨。秋不宿酒，神先其所。先困后通，与福相从。
2034,恒之鼎,騋牝龙身，日驭三千。南上苍梧，与福为婚。道里夷易，身安无患。
2035,恒之震,出入休居，安止无忧。上室之欢，虎为季残。
2036,恒之艮,南山昊天，刺政闵身。疾病无辜，背憎为仇。
2037,恒之渐,苍耳东从，道顿跂踦。日辰不良，病为祟祸。
2038,恒之归妹,兄征东燕，弟伐辽西。大克胜还，封居河间。
2039,恒之丰,播轮折辐，马不得行。竖牛之谗，贼其父兄。布衣不伤，终身无患。
2040,恒之旅,驾之南海，晨夜不止。君子劳罢，仆夫憔苦。
2041,恒之巽,怨虱烧被，忿怒生祸。褊心作难，意如为乱。
2042,恒之兑,张狂妄行，窃食盗粮。狗吠非主，囓伤我足。
2043,恒之涣,警跸戒道，先驱除咎。王后亲桑，以率群功，安我祖宗。
2044,恒之节,门户乏食，困死谁告。对门不通，安所归急。积藏五谷，一华千叶，市贾有息。
2045,恒之中孚,破敝复完，危者得安。乡善无患，商人有息，利来入门。
2046,恒之小过,迭迭累累，如岐之室。一息十子，古公治邑。
2047,恒之既济,三妪治民，不胜其任。两马争车，败坏家室。
2048,恒之未济,蔽镜无光，不见文章。少女不市，弃于相望。
2049,遯之遯,三涂五岳，阳城太室。神明所保，独无兵革。
2050,遯之乾,软弱无辅，不能自理。意在外野，心怀劳苦，虽忧不殆。
2051,遯之坤,周成之隆，刑措无凶。太宰赞佑，君子作仁。
2052,遯之屯,穴有孤乌，坎生虾蟆。象去万里，不可得捕。
2053,遯之蒙,俱为天门，云过吾西。伯氏嫉妬，与我无恩。
2054,遯之需,三首六目，政多烦惑。皋陶瘖聋，乱不可从。
2055,遯之讼,德积不轻，辞王钓耕。三媒不已，大福来成。
2056,遯之师,坚固相亲，日笃无患。六体不易，执以安全。雨师驾西，濡我毂轮。张伯李季，各坐关门。
2057,遯之比,方内不行，辐摧轮伤。马楚踶甚，受子闵时。
2058,遯之小畜,畜牝无驹，养鸡不雏。群羊三岁，不生两头。
2059,遯之履,老耄罢极，无取中直。悬舆致仕，得归乡国。
2060,遯之泰,缩绪乱丝，手与为灾。越亩逐兔，断其裈襦。
2061,遯之否,海老水乾，鱼鳖萧索。藁落无润，独有沙石。
2062,遯之同人,入市求鹿，不见头足。终日至夜，竟无所得。
2063,遯之大有,筑门壅户，虎卧当道。惊我骅骝，不利出处。
2064,遯之谦,陶朱白圭，善贾息资。公子王孙，富贵不贫。
2065,遯之豫,王良善御，伯乐知马。周旋步骤，行中规矩。止息有节，延命寿考。
2066,遯之随,尧问尹寿，圣德增益。使民不惧，安无怵惕。
2067,遯之蛊,昭公失常，季氏悖狂。逊齐处郓，丧其宠身。
2068,遯之临,昬莫不行，候旦待明。复住止后，未得相从。
2069,遯之观,安上宜官，一日九迁。升擢超等，牧养常山。
2070,遯之噬嗑,去恶就凶，东西多讼，行者无功。
2071,遯之贲,老马垂耳，不见百里。君子弗恃，商人莫取，无与为市。
2072,遯之剥,蜗螺生子，深目黑丑。似类其母，虽或相就，众人莫取。
2073,遯之复,百足俱行，相辅为强。三圣翼事，王室宠光。
2074,遯之无妄,容民畜众，履德有信。大人受福，童蒙忧惑，利无所得。
2075,遯之大畜,左跌右僵，前踬触桑。其指据石，伤其弟兄。老蚕不作，家无织帛。贵货贱身，留连久客。
2076,遯之颐,昏人旦明，卖食老昌。国祚东表，号称太公。
2077,遯之大过,敝笱在梁，鲂逸不禁。渔父劳苦，焦喉乾口，虚空无有。
2078,遯之坎,盛中后跌，衰老复掇。盈满减毁，疾羸肥腯。郑昭失国，重耳兴立。
2079,遯之离,折亡破瓮，使我贫困。与母生分，别离异门。
2080,遯之咸,野有积庾，啬人驾取。不逢狼虎，暮归其宇。
2081,遯之恒,襁褓孩呱，冠带成家。出门如宾，父母何忧。
2082,遯之大壮,陈力就列，官职并废。手不胜盆，失其宠门。
2083,遯之晋,积雪大寒，万物不生。阴制庶士，时木冬贫。
2084,遯之明夷,龙鬬时门，失理伤贤。内畔生贼，自为心疾。
2085,遯之家人,犬畏猛虎，依人为辅。三夫执戟，伏不敢起，身安无咎。
2086,遯之睽,南山高冈，回隤难登。道路辽远，行者无功。忧不成凶，恶亦消去。
2087,遯之蹇,逢时阳遂，富且贵尊。
2088,遯之解,求我所欲，得其利福，终身不辱。盈盛之门，高屋先覆，群失邦国。
2089,遯之损,安坐至暮，祸灾不到。利诘奸妖，罪人不赦。
2090,遯之益,胶车驾东，与雨相逢。五楘解堕，顿辀独坐，忧为身祸。
2091,遯之夬,择日高飞，远至东齐。见孔圣师，使我和谐。
2092,遯之姤,陈妫敬仲，兆兴齐姜。乃适营丘，八世大昌。
2093,遯之萃,缺埒无墠，难从东西。毁破我盆，泛弃酒食。
2094,遯之升,中夜犬吠，盗在庐外。神光佐助，消散归去。
2095,遯之困,雷车不藏，隐隐西行。霖雨三旬，流为河江，使我忧凶。
2096,遯之井,老河空虚，旧井无鱼。利得不饶，避患东邻。祸来入门，使多悔存。
2097,遯之革,福德之士，欢悦日喜。夷吾相国，三归为臣，贵流子孙。
2098,遯之鼎,清人高子，久屯外野。逍遥不归，思我慈母。
2099,遯之震,骢黑，东归高乡。白虎推轮，苍龙把衡。朱雀导引，灵鸟载游。远扣天门，入见真君，马全人安。
2100,遯之艮,路多枳棘，前刺我足。不利旅客，为心作毒。
2101,遯之渐,端坐生患，忧来入门，使我不安。
2102,遯之归妹,小陬之市，利不足喜。二世积仁，蒙其祖先。匪躬之言，狂悖为患。
2103,遯之丰,登高望时，见乐无忧。求利南国，与宝相得。
2104,遯之旅,跛足息肩，有所忌难。金城铁郭，以铜为关。藩屏自卫，安土无患。
2105,遯之巽,江有沱泛，思附君子。仲氏爰归，不我肯顾，侄娣悔恨。
2106,遯之兑,芽蘖生达，阳倡于外。左手执钥，公言锡爵。
2107,遯之涣,云梦苑囿，万物繁炽。犀象玳瑁，荆人以富。
2108,遯之节,渠戎万里，昼夜愁苦。甲戎服，虽荷不贼。鹰鹯之殃，害不能伤。
2109,遯之中孚,镃基逢时，稷契皋陶。贞良得愿，微子解囚。市恐无虎，谩言妄语。
2110,遯之小过,骑骓与苍，南贾太行。逢驳猛虎，为所吞殇，葬于渭阳。
2111,遯之既济,出门东行，日利辰良。步骑与驷，经歴宗邦。暮宿北燕，与乐相逢。
2112,遯之未济,酒为欢伯，除忧来乐。福善入门，与君相索，使我有得。兼用半象。
2113,大壮之大壮,左有噬熊，右有囓虎。前触铁矛，后踬强弩，无可抵者。
2114,大壮之乾,金齿铁牙，寿考宜家。年岁有储，贪利者得，离其咎忧。
2115,大壮之坤,家给人足，颂声并作。四夷宾服，乾戈阁。
2116,大壮之屯,狝猴冠带，盗载非位。众犬嘈吠，狂走蹶足。
2117,大壮之蒙,心患其身，不念安存。忠臣孝子，为国除患。
2118,大壮之需,君不明德，臣乱为惑。丞相命马，胡亥失所。
2119,大壮之讼,东行西穷，南北无功。张伯卖鹿，从者失羊。
2120,大壮之师,鹿下西山，欲归其群。逢羿锋箭，死于矢端。
2121,大壮之比,明夷兆初，三日为灾。以谗复归，名曰竖牛。剥乱叔孙，馁卒虚丘。
2122,大壮之小畜,秦失嘉居，河伯为怪。还其衔璧，神怒不佑。织组无文，烧香不芬。
2123,大壮之履,至德之君，祸不过邻。使我世存，身无患灾。
2124,大壮之泰,众恶之堂，相聚为殃。幽毒良人，使道不通。
2125,大壮之否,三痴六狂，欲之平乡。迷惑失道，不知昏明。
2126,大壮之同人,老弱无子，不能自理。郭氏虽忧，终不离咎。管子治国，侯伯来服。乘舆八百，尊祀祖德。
2127,大壮之大有,褒后生蛇，经老日微。退跌衰耄，酒灭黄离。
2128,大壮之谦,骢黑，东归高乡。白虎推轮，苍龙把衡。遂至夷伤，不离咎殃。
2129,大壮之豫,信谲龙且，塞水上流。半渡决囊，楚师覆亡。
2130,大壮之随,有莘季女，为王妃后。贵夫寿子，母字四海。
2131,大壮之蛊,德被八表，蛮夷率服。蝥贼不作，道无苛慝。
2132,大壮之临,载日精光，骖驾六龙。禄命彻天，封为燕王。
2133,大壮之观,缨急缩颈，行不得前。五石示象，襄霸不成。
2134,大壮之噬嗑,蛇失其公，戴麻当丧。哀悲哭泣，送死离乡。
2135,大壮之贲,回隤不安，兵革为患。掠我妻子，客屡饥寒。
2136,大壮之剥,乘风驾雨，与飞鸟俱。一举千里，见吾爱母。
2137,大壮之复,雷霆所击，诛者五逆。劘灭无迹，有惧方息。
2138,大壮之无妄,张氏揖酒，请谒左右。平叔枯槁，独不蒙所。
2139,大壮之大畜,坐争立讼，纷纷匈匈。卒成祸乱，灾及家公。
2140,大壮之颐,霜降闭户，蛰虫隐处。不见日月，与死为伍。
2141,大壮之大过,鼠聚生怪，为我患悔。道绝不通，商旅失意。
2142,大壮之坎,寒暑不当，轨度失常。一前一后，年岁鲜有。
2143,大壮之离,筑室水上，危于一齿。丑寅不徙，辰巳有咎。
2144,大壮之咸,畜鸡养狗，长息有储。耕田得黍，主母喜舞。
2145,大壮之恒,东壁余光，数暗不明。主母嫉妬，乱我业事。
2146,大壮之遯,刚柔相伤，火烂销金。雕鹰制兔，伐楚有功。
2147,大壮之晋,郑国谗多，数被楚忧。征夫愁苦，民困无聊。
2148,大壮之明夷,弓矢斯张，把弹弦折。丸发不至，道遇患害。
2149,大壮之家人,举觞饮酒，未得至口。侧弁醉酗，拔剑斫怒，武侯作悔。
2150,大壮之睽,苍鹰群行，相得旅前。王孙申公，惊夺我雄。北天门开，神火飞灾。如不敬信，事入尘埃。
2151,大壮之蹇,穿屋相宜，利倍我北。循邪诡道，逃不可得。南北望邑，遂归入室。
2152,大壮之解,寿如松乔，与日月俱。常安康乐，不罹祸忧。
2153,大壮之损,出门望东，伯仲不来。疾病为患，使母忧叹。
2154,大壮之益,太姒之孙，周文九子。咸遂受成，宠贵富有。
2155,大壮之夬,桃李华实，累累日息。长大成熟，甘美可食，为我利福。
2156,大壮之姤,昬礼不明，男女失常。行露反言，出争我讼。
2157,大壮之萃,室穿敝漏，破桴残缺。阴弗能完，瓦碎不全。
2158,大壮之升,数穷廓落，困于厯室。往登玉堂，与尧侑食。
2159,大壮之困,道湿为坑，轮陷踬僵。南国作讳，使我多畏。
2160,大壮之井,鳏寡孤独，福禄苦薄。入室无妻，武子悲哀。
2161,大壮之革,举袂覆目，不见日月。衣衾杖机，就其夜室。
2162,大壮之鼎,长尾踒跎，画地为河。深不可涉，绝无以北，悯然愤息。
2163,大壮之震,晨风文翰，大举就温。昧过我邑，羿无所得。
2164,大壮之艮,出入节时，南北无忧。行者亟至，在外来归。
2165,大壮之渐,阳氏狂惑，季孙乱愦。陪臣执政，平子拘折，我心不快。
2166,大壮之归妹,五乌六鸱，相对蹲跂。礼让不兴，虞芮争讼。
